,repo,commit,message
192,puppet-trove,4d87fa2c694adb33607fa33273faa849792351b1,"Clean up deprecated items related to conductor/taskmanager

This change removes deprecated parmaeters and classes related to
trove-conductor and trove-taskmanager. These were deprecated during
past cycles and are ready to be removed.

Depends-on: https://review.opendev.org/839061
Change-Id: I250fb4cd098b7aaa6f4b9488e7226ffb27355046
"
193,puppet-trove,e6686c48a9fa95cbe62e444246cfad91f58aad56,"Merge ""guestagent: Deprecate the backup_aes_cbc_key parameter"""
194,puppet-trove,b732428800b464128db2f4a919ef87e3544bedf0,"Merge ""guestagent: Fix reference to trove::* parameters"""
195,puppet-barbican,eb2b84ea8fd4513c00a1b38e6d7041e1d6d81a23,"Fix inconsistent parameter/resource names of wsgi::apache

The barbican::wsgi::apache class names a few parameters and resources
differently from the other modules. To make its interface and
implementation consistent with the other implementations, this renames
these inconsistent names. The old parameter names are kept but will be
removed in a future release.

Change-Id: I49ca51e4ea7a2404dfdbd0c88ce39339750da4f6
"
196,puppet-barbican,5b21717a19d4dd7993f895d07d3d53254c7de54c,"Use standard parameter description format for wsgi::apache

Currently parameter description of the <module>::wsgi::apache classes
are formatted differently in individual modules, and this is making
the maintenance effort quite difficult.

This change updates the description format following the srandard one
we are globally using in our modules to reduce undesired differences
between modules.

Change-Id: Ifac421c3a74bf600e8b0e596a8449e5f25cda90b
"
197,puppet-barbican,38981908d8b36a78601614f6728233a31045149b,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: I77f1d65b1f6085fdb1205de9654a8d6d2da496f5
"
198,puppet-barbican,5d4084a9511794c5d39c837f863c9db986d28ba4,"Remove the temporal logic to fix barbican_api pipeline

The old wrong value should be fixed when the deployment is updated to
stable/yoga, and the logic is no longer used in stable/zed and later.

Related-Bug: #1946378
Change-Id: I699847c127e5890857446585ededc9d860b0dc78
"
199,puppet-barbican,577a44a522416b9ae0bad8a3fd10045565865d6b,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: I9573f53e24dcf0666e4649189ccd8fcab0dbcc26
"
200,puppet-barbican,72299ab60d71c376a98aa0992809b4310b740baa,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

This change also adds support for request_headers so that both request
headers and response headers can customized.

Change-Id: I0e78f2183ffe14c310ee5c5632c203258c8c85cd
"
201,puppet-barbican,f606fd1ca3c0d60853146b41ea608d1bc0e14dae,"Remove support for [p11_crypto_plugin] token_label

... because it was deprecated during Wallaby cycle[1].

[1] 4403fe7247151d324f80b865cc2d5a0a078d25fa

Change-Id: Ia9b89d92256f51d5a48a19849715335f6856e839
"
202,puppet-barbican,237c4b2fb0340108c50888e9df08867399ba9684,"Clean up baribcan::api::retry_scheduler_* parameters

... because these were deprecated during Yoga cycle[1].

[1] 0d4580b27dd8a45e07c065e1dfc7ce446eb1dd77

Change-Id: I781d06e3ba9c9b9ab7fd8360095cdb67917f016c
"
203,puppet-barbican,3b1ecbed5c857c351c927c408a67391267d37d30,"Fix some typos in parameter descriptions

Change-Id: I634698c222da7e5f570ac3bd2cdee924457791bd
"
204,puppet-barbican,109ea49acbc89d9009a6201be5feb08e36d31678,"api: Deprecate unused ssl parameters

These parameters are used by oslo.service library but Barbican does not
provide wsgi servce based on the library.

Change-Id: Ie035ec4a4dbce089e9911e11f91c2c013998192b
"
205,puppet-barbican,3af0df5bb4c411523380de82f42a228eb1047e0a,"Merge ""Remove non-existing bind_host/port"""
206,puppet-barbican,043774f3894a89e82ef27b9902dbdcea6df17012,"Remove non-existing bind_host/port

The bind_host parameter and the bind_port parameter are not implemented
in current Barbican. This change removes these ineffective parameters
from barbican.conf.

Change-Id: I7758a6e852795c5410e6dab023ce612f44ee27fd
"
207,puppet-barbican,6e8df9739a5bfb43579f4d032674b8ca2ff6b1ad,"apache+mod_wsgi: Disable SSL by default

During the previous cycle, a warning message was added to inform users
of this change.

Now the default value is updated so that SSL is disabled by default.

Change-Id: I72cf30d418b99ba06c4d5738544acb1930d4806f
"
208,puppet-barbican,f9da5522197c9c2155e8e767965d53ab9ade2f96,"Merge ""Use more strict expression to look up the bind parameter"""
209,puppet-manila,c0e8c3848137a76f830d688c7fa9a95226262e61,"Use $::os_service_default by default

This change prepares getting rid of the additional logic to manage
the scheduler_driver option, to follow the global pattern to use
 $::os_service_default by default.

Change-Id: Ic1d01425123bf02fa3caaf9f2ba72ed2233fc914
"
210,puppet-manila,525aae76e8d5dc2ab09de241c7c4a572e5ffac12,"Ensure [DEFAULT] scheduler_driver is cleared by default

... otherwise the old setting can be left in manila.conf.

This also refactors unit tests for the manila::share class.

Change-Id: I30fa9fdc73164f898bf46d2983c807ec2bcd5451
"
211,puppet-manila,11e2e6a7c751dd703b08d67951e188d64834e220,"Support manila-data service

Manila provides the separate manila-data service to process
host-assisted share migration. This change introduces support for
the service.

Change-Id: I4ed63ae3992735352fd0f5a317e998074e127127
"
212,puppet-manila,5080fb84dc8eadff7b4ad4c759c1938be7dc0d93,"Remove cleanup of [DEFAULT] network_api_class

... because the logic was added during Yoga cycle[1] and the old option
should be removed when a deployment is upgraded to Yoga.

[1] e7330687baa66c3c8d55aeb581643e4a227b6568

Change-Id: I0f39c0ce4bad8a6fd1d17faf6ffae11dda75919f
"
213,puppet-manila,715e97a3bf4b50a7ecbf92ec91c216a637cf7e4d,"Enable manila-share in acceptance tests

This change enables the manila-share service and lvm backend in
acceptance tests, so that we can test more complete setup.

Change-Id: I8e3c1cda17c897b6c13563ea733988e28dd49f8f
"
214,puppet-manila,58732b2f648c8b7340a2294f718289d737f5c1c0,"Merge ""Allow mulitple GlusterFS backends"""
215,puppet-manila,7aa432d01c31b9d61b8250fd4d818951620be9db,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: I643778c71a683f95a5e91f0904634a0e849ad60d
"
216,puppet-manila,f417334c71c77a8bc86a29419dd6134d6d7bd578,"Remove unused parameter

manila::params::lio_package_name is defined but is not used.

Change-Id: Ic3f7fe01610cee819088eb0d77f73b0b54003bdd
"
217,puppet-manila,c7f79e2b085602c91f6bf8b121a97cccb6bbe158,"Allow mulitple GlusterFS backends

This change fixes duplicate resource declarations when multiple
GlusterFS backends are configured.

Closes-Bug: #1987715
Change-Id: If29da565cdcc33605bc3f5211db22f0b157fa215
"
218,puppet-manila,b36bb510da99be157634776b44029b236e9d6bd9,"Remove deprecated glusterfs_native_path_to_private_key

... because it was deprecated during Wallaby cycle[1].

[1] bacfbc1c661a089c879fb66b1a965231254a9e0d

Change-Id: Ic7c6b80ca3e80d216f65a1075851280663ce1c16
"
219,puppet-manila,5182150a8550545db28275935165567fa8299a0f,"quota: Clean up deprecated quota_* parameters

These were deprecated during Yoga cycle by [1].

[1] 83651174222a300d450279e1861b15a7ea8812d1

Change-Id: I3f85d92e0164af3eb8a6810e82c2c23dda8d61bd
"
220,puppet-manila,42344e5722704fd725bcc4182bdec63de0fe1c26,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: I690b84be0d91e39dc44b2013d90bf364710eac07
"
221,puppet-manila,05d6b720a4d07236db8f820e2c874243d2a4c584,"lvm: Deprecate driver_handles_share_servers

The manila-share service requires that the driver_handles_share_servers
parameter is configured for all backends and the service fails to start
if the parameter is missing.

Because lvm driver supports only driver_handles_share_servers=False,
this change makes the parameter hard-coded instead of requiring users
to set the parameter correctly.

Change-Id: Idc9dee01e66cc3b72ae441aa150281f7313f14f4
"
222,puppet-manila,6e5960381a0f4bd7926e4e4836077cd5a24298a3,"Accept a string value for enabled_share_backends

Currently using a string value for the enabled_share_backends parameter
causes the following error, which is not quite clear for users.
~~~
Error: Evaluation Error: Error while evaluating a Function Call, 'join'
parameter 'arg' expects an Array value, got String ...
~~~

This change allows usage of a single string value, as is done for
the other ListOpts, because there is no logic which actually requires
an array value.

Change-Id: I786e5d477131fa60502a9985f0db4b19f418ce9b
"
223,puppet-horizon,d906fe4ee602e89f8f88856ee0133995ec5c6026,"Fix the wrong key to look up designate policies

This change fixes the key to look up designate policies from the base
horizon class parameter. The previous value is for octavia.

Change-Id: I5ef41b5ccc49b742172848f2ff63b08f038c114b
"
224,puppet-horizon,5660159a6e2237c8bcdc66167873b6534da1d935,"Ensure pymemcache library is installed

The pymemcache library should be installed when pymemcache backend is
used but this library is not installed by the package dependencies and
should be installed additionally.

This also ensures the cache libraries are installed during package
installation phase, so that the libraries are available when horizon
is started.

Closes-Bug: #1988205
Change-Id: I90cd9d9e1276fae71fcb9cbc7ba95b8839690dbd
"
225,puppet-horizon,525e879385ae96bf648941608f44e6d6ea7af946,"Remove unnecessary a+x bit from /var/log/horizon

The /var/log/horizon directory is created with a+x bit but this
permission is not really necessary.

Change-Id: I79a2628e9c262c25fce7a1d0b0dbfc8de62530b4
"
226,puppet-horizon,dfb5c37f91ec5dcc891f5e5e5ebaa754763d0325,"Merge ""Validate boolean values used in if-statement"""
227,puppet-horizon,a90402f3372506c3f478db6d85d86a7d80a2b267,"Merge ""Do not show diff of local_settings(.py)"""
228,puppet-horizon,ccc9227b12448c99bb48eb7cea1426645630ea2e,"Validate boolean values used in if-statement

This change ensures the parameters used in if-statement take boolean
values, because usage of a different type(eg. String) can cause
unexpected evaluation result.

[vagrant@localhost ~]$ cat foo.pp
$foo = false
$bar = 'False'
$baz = 'false'

if $foo { warning('foo') }
if $bar { warning('bar') }
if $baz { warning('baz') }
[vagrant@localhost ~]$ puppet apply foo.pp
Warning: Scope(Class[main]): bar
Warning: Scope(Class[main]): baz
Notice: Compiled catalog for localhost.localdomain in environment production in 0.02 seconds
Notice: Applied catalog in 0.01 seconds
[vagrant@localhost ~]$

Change-Id: I5c327c37e700829ffb80b9f58d15607aa883bdc1
"
229,puppet-horizon,a810ca2b4ef29eb166eb8f1041643a31262be49c,"Do not show diff of local_settings(.py)

... because the file contains a few sensitive values like SECRET_KEY.

Closes-Bug: #1987015
Change-Id: Ie96eb626148214270c5a3a041087fcc679c127ce
"
230,puppet-horizon,5a5ef576be50b2b601530fc4faa79ef72ca217cc,"Remove redundant include of apache::mod::*

The puppetlabs-apache module includes the classes for required modules
automatically based on the parameters used in apache::vhost.

apache::mod::wsgi
https://github.com/puppetlabs/puppetlabs-apache/commit/efffa854f
(available since 1.1.0)

apache::mod::ssl
https://github.com/puppetlabs/puppetlabs-apache/commit/ee37f2146
(available since 0.3.0)

Change-Id: I44d49918b81325815d5d7a3770c2e8a7487eef74
"
231,puppet-horizon,6bf7abada90dcbadb04d0cee848aa1430704fecc,"Remove logic to handle quoted horizon_upload_mode

This is follow-up of 625275af36f6775e939334724f439c480d863d24 and
removes the temporal logic to keep compatibility, because we have kept
the warning message for several cycles.

Related-Bug: #1946277
Change-Id: I1b11305df67dbe3127642a96bda429faae0059d5
"
232,puppet-horizon,14b45e9987c256e9e2a727c358944bee6b491661,"Fix type validation error with puppetlabs-apache 8.0.0

This is follow-up of 3ae8f91ca4c11f06ae145907b2b6c0b5ea16cf2d and fixes
type validation error of apache::vhost::access_log_format, which no
longer accepts a boolean value.

Related-Bug: #1983300
Change-Id: Ic5bcbcd94bfe74b0ff7ea750780021daa772a196
"
233,puppet-horizon,2d3d0244a5ee8403a5d43c9ecb704ea6183e246f,"Merge ""Add inet6 prefix only when MemcacheCache is used"""
234,puppet-horizon,663326902092fef964eb136d77a015ffe648457b,"Add option websso_choices_hide_keystone

This change allows a cloud-deployer using WEBSSO to not expose a
form for attempting to log in using Keystone Credentials.

Closes-Bug: #1983855
Change-Id: Iae15a5dac8f3de0f70dad5af8837177f67857428
"
235,puppet-horizon,3ae8f91ca4c11f06ae145907b2b6c0b5ea16cf2d,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Change-Id: I5aabfbfd438bd4bc981f20b3f924a41ec963648c
"
236,puppet-horizon,94422e6dccfed2d34100f7bd2c7bd87cdc5cfd18,"Add inet6 prefix only when MemcacheCache is used

inet6 prefix is required only by python-memcached and it should NOT be
added when a different backend like PyMemcacheCache is used.

Closes-Bug: #1983182
Change-Id: Iee260f8578ed6c473c651e0665a548c68e94c954
"
237,puppet-gnocchi,86fc061b4c94ddd704192f88b0d0cd31e75969f9,"Replace deprecated [oslo_middleware] enable_proxy_headers_parsing

Gnocchi replaced usage of http_proxy_to_wsgi middleware from
the oslo.middleware library by its own implementation since Gnocchi
4.4[1]. Because now both Ubuntu and CentOS uses Gnocchi 4.4.z, this
replaces the deprecated [oslo_middleware] parameter by the new [api]
parameter.

[1] https://github.com/gnocchixyz/gnocchi/commit/bcd9a8cdd7c37fb655764a3b12c7e567598d088d

Change-Id: I52ba953c481bb66dd8a5af35b74c11dac6278e45
"
238,puppet-gnocchi,8ba78b6b37a39fb5b7cd6d4ee76b39da1fdbfa98,"Use standard parameter description format for wsgi::apache

Currently parameter description of the <module>::wsgi::apache classes
are formatted differently in individual modules, and this is making
the maintenance effort quite difficult.

This change updates the description format following the standard one
we are globally using in our modules to reduce undesired differences
between modules.

Change-Id: Id99d044171b1fafefd310fafff2ce2f4de1e9fa8
"
239,puppet-gnocchi,990298ddd51b9502b11f875ac8b5ccdab5fbcc8e,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: Ifa33b2e84284d8032c4e4f54acb26c30fc285cb5
"
240,puppet-gnocchi,8001209a81ca78bea86933b86fa96bc689477957,"Remove gnocchi::metricd::cleanup_delay

... because the parameter was deprecated during Yoga cycle[1] in favor
of the new metric_cleanup_delay parameter.

[1] 04f29cb088e7e1eadae5cb1834dab637d6c5b745

Change-Id: I8efe9f153ca112dafb621edc4ee3b3d090083d91
"
241,puppet-gnocchi,1774c83c7d09d734585ba31c5759cb634371edbe,"Merge ""Adapt to new type validation in puppetlabs-apache"""
242,puppet-gnocchi,6da581fa0260db2e51cebb0edd9ff2894332f1ad,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: Ie6310a022e9715336832865741318369bc3fa188
"
243,puppet-gnocchi,3be542d7b2bae588d1b4a97eefe57a5125a130f3,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

This change also adds support for request_headers so that both request
headers and response headers can customized.

Change-Id: I9fe841e9dc2a90627d0debdc9b6766a847390aed
"
244,puppet-gnocchi,b2516674df7e3363b527bf34478f4dcb932c2e58,"Fix typos in parameter descriptions and tests

Change-Id: I20e1dda110e479e796604991be240021fd51d861
"
245,puppet-gnocchi,ce404cc09073cbc586d3f7d1848a7f3c243edaef,"apache+mod_wsgi: Disable SSL by default

During the previous cycle, a warning message was added to inform users
of this change.

Now the default value is updated so that SSL is disabled by default.

Change-Id: I7f32413d452e98306906002461ae0b4304d284ca
"
246,puppet-gnocchi,bdde282558bf0de3226ffcfffffbd7c2091e2bd7,"Add support for [statsd] creator

Change-Id: I719ff8386c7ea73cbaeae4d7db8cc6ed82b8cf79
"
247,puppet-gnocchi,4bd702bc91d285536966b390f96a9917fc5be32a,"statsd: Add support for host and port

This change introduces support for the following two parameters.
 - [statsd] host
 - [statsd] port

Change-Id: Ia4e4a5d5ae40a7d4a358569d9caacb07ff391d6a
"
248,puppet-gnocchi,a6ca19ef5a386913dbbb1dc71d9a382685d10762,"api: Remove deprecated middleware option

... because it was deprecated during Yoga cycle[1] and has had no
effect since then.

[1] be05efdc44c488e36491c9653f4188364e9c0f4e
Change-Id: I473ccd52df065864027b6b88b49a9eece66ba1ac
"
249,puppet-gnocchi,a7c94d05df3107069163409c52f57fa5a215c152,"Make sure archive_policy_name is cleared by default

The archive_policy_name parameter currently defaults to undef, which
leaves the parameter unmaintained. This change ensures the parameter is
cleared by default, as it is not set in the default configuration files
provided by packages.

Change-Id: I5a7b757307e5eae4f24f9c501a869d0693fc496b
"
250,puppet-mistral,128dbc9566265a4ef5cbf336a23ccb07ced487d3,"Use standard parameter description format for wsgi::apache

Currently parameter description of the <module>::wsgi::apache classes
are formatted differently in individual modules, and this is making
the maintenance effort quite difficult.

This change updates the description format following the standard one
we are globally using in our modules to reduce undesired differences
between modules.

Change-Id: Id3eaa905c19cbe245ffc3e1283469b3f35086450
"
251,puppet-mistral,85c6df8100dc9308c5a0d5a60e008348733f89f5,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: I220b2335e682083dfa71375324b2f230f0ca5621
"
252,puppet-mistral,a6810cd771ad24449c41ffa3e5fca176e41957d5,"Remove deprecated mistral::coordination_* parameters

... because these were deprecated during Xena cycle[1] favor of
the independent mistral::coordination class.

[1] 298c6ec174780d97966d1724107910ab88d26def

Change-Id: Idde1ac828eb1be5dacf2f9e6d050aac097c5e910
"
253,puppet-mistral,4f339c4575b318d171487e07543392b16c6c1aa9,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: I86e06f1eb4aacbdbc70a0e9353e467617400fd0c
"
254,puppet-mistral,2c082fc561e8d470afb5b1ac72a2dfc6e4a59838,"Remove deprecated mistral::engine parameters

These parameters were deprecated during Yoga cycle[1] in favor of
the new independent mistral::execution_expiration_policy class.

[1] 0b8ca269cb7d966818bcdaee8b0b112d492b7e51

Change-Id: Iad14d98440632f3587e672c047ca09a246258ca8
"
255,puppet-mistral,bf0f7ec1729eb409e550e0e57a3e487aa37f611e,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

This change also adds support for request_headers so that both request
headers and response headers can customized.

Change-Id: Ic8154cb670c821ccf06c33721ac73f89c25d78c8
"
256,puppet-mistral,acb2f110940e2f3774a9f9ae71971af24e4a6eb9,"Fix typos in parameter descriptions

Change-Id: Idc7bc6f427e89b88f0f0b873cf723795544676d5
"
257,puppet-mistral,8cf73d99effdb42723e6cd76e491d966318be64a,"apache+mod_wsgi: Disable SSL by default

During the previous cycle, a warning message was added to inform users
of this change.

Now the default value is updated so that SSL is disabled by default.

Change-Id: Icd5632d624c215a699450ae3af5cb71fc3e44cd6
"
258,puppet-mistral,1766928671a70d11e90d8df60f293c81b672b65a,"Refactor mistral::notifier

Change-Id: I3438cc6d9b473ff774fc8e68a3f9df65c792bfc6
"
259,puppet-mistral,0b8ca269cb7d966818bcdaee8b0b112d492b7e51,"Support more [execution_expiration_policy] parameters

Change-Id: I3fb67451dea1a9834002a466e4bc206869527fbb
"
260,puppet-mistral,0c6feacaf36654e8a6a5c9d844d657ca4c1c7e39,"Add tunable parameters of mistral-engine

This change introduces support for some tunable parameters of
the mistral-engine service.

Change-Id: I9f67af2855b6b423c3d5cfbf69f2ff7747aef7d0
"
261,puppet-magnum,4f5faa2f018937a6ce6b26b9ccfaa437588bf601,"Add cinder class to manage cinder config

Add a new class magnum::cinder to manage [cinder] section of magnum
config

Change-Id: I46f86fcc27002f76028014e42dc485ba292d56c5
"
262,puppet-magnum,4f55ae389def5bd71a54284a3dd3b7717f949710,"Add x509 class to manage x509 config

Add a new class magnum::x509 to manage x509 section of magnum config

Change-Id: I7774507d112b1cf94e0240d78f67f7c186ef5b30
"
263,puppet-magnum,cfcb342c81f1197d381891a5f174f4e1bd5e6cd5,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: Id657139568a70be87b7d7f2a9d8fa0b6f1aa2307
"
264,puppet-magnum,28fe574fed5f1e6de764cdefc41865cec5eca3de,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: I0c686d7c2d90aa94648ef4a8f9b86bd05e6d498b
"
265,puppet-magnum,743aabc19dd22b5d61bfe53e2090c46f699efb58,"Merge ""Expose headers option of apache::vhost"""
266,puppet-magnum,e178968dd62da19233575721f762cfe43d050199,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

This change also adds support for request_headers so that both request
headers and response headers can customized.

Change-Id: I84ec512b7dbed382f5d86b30f92de526ba0753eb
"
267,puppet-magnum,9c7cec7df3f7a68fd1d95b9383c41b9d13f13177,"Fix typos in parameter descriptions and tests

Change-Id: I0594a367d1587e3b450a97c4a4548b902225f501
"
268,puppet-magnum,4138ad9c272e53d89aeba61083a372fab8d873ae,"Conductor: Do not include the authtoken class

... because keystone_authtoken parameters are used not by conductor
but by api service.

Change-Id: Ib5bc3d81d2782751a02d092380347fdf77d52334
"
269,puppet-magnum,14a901dee033810ac3218f43eeba52873d76e5e3,"keystone_auth: Require the password parameter

The keystone_auth parameters are required so that magnum can interact
with the other OpenStack services. This change ensures the parameter
is configured.

Change-Id: I745298661d6fc2b6d3f92da0edc8c6430b29a7ee
"
270,puppet-magnum,662b9122e5f924e5166edc8a7fff33b8abb6cf7c,"keystone_auth: Support ssl parameters

This change adds support for SSL parameters of [keystone_auth] section.

Note:
Management of [keystone_auth] parameters is removed from the authtoken
class. However this is effectively same, because Magnum reads
[keystone_authtoken] parameters in case [keystone_auth] parameters are
not set.

Change-Id: I3acc6a64b7789633ab068d8bbdcb2b9c11f2fb2d
"
271,puppet-magnum,5dd01c5b778457aa342d8372c5b78ba62689f2ea,"Avoid hard-coding api versions

Change-Id: Ic3b2bc4defcefc6375504ff5912e34247ca6a7bc
"
272,puppet-magnum,075e120be1cad2202af762af50482a70d5d239a4,"Fix reference to magnum::clients parameters

The magnum::clients::* classes uses magnum::clients parameters by
default but reference is broken unless the classes are included in
a proper order. This change ensures the reference works, by adding
inheritance between classes.

Closes-Bug: #1964452
Change-Id: I5da05b9d3ba2635db7f9170d8e3cab6bf21f8511
"
273,puppet-openstacklib,22ed18fff41949bb6aa4c3448ca09d7eb36c6f3f,"Remove redundant include of apache::mod::*

The puppetlabs-apache module includes the classes for required modules
automatically based on the parameters used in apache::vhost.

apache::mod::wsgi
https://github.com/puppetlabs/puppetlabs-apache/commit/efffa854f
(available since 1.1.0)

apache::mod::ssl
https://github.com/puppetlabs/puppetlabs-apache/commit/ee37f2146
(available since 0.3.0)

Change-Id: I6fd1ba6b721940ff96f977782e1e15df6191413d
"
274,puppet-openstacklib,8334afc2a6967093e061cf605e087777a594ee03,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1]. This change updates the default values to adapt to that
change.

Note that we still need to fix the unit tests as these are affected by
the change in default values. We can fix these once the new release is
made in the puppetlabs-apache module.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Change-Id: Ic6f65fdcb8953e0307d8a9d34cecb7aa1821a018
"
275,puppet-openstacklib,78c6e4cb5bb80490b2733e5932230cb8852e9d29,"Disallow duplicate policy rules with the same key

json never accepts defining multiple records with the same key. This
change modifies the resource name to detect duplicate items defined
with the same key, instead of silently ignore some of them.

Change-Id: I8b18015f4789f97cf07706ad6b3c99ce1eaedaf9
"
276,puppet-openstacklib,b109d66934f9bc23e9609307473819c0f7cf2e4e,"Hide differences when updating clouds.yaml

The clouds.yaml file includes credentials to access OpenStack APIs, so
differences should be hidden from output.

Change-Id: I7728df4bae694fe560e2e2b90ee4bb480f03a43c
"
277,puppet-watcher,9667d6a1666500138dbf048e70aa19da405319a3,"Remove deprecated watcher::api::watcher_clients_*

... because these were deprecated during Yoga cycle[1][2][3].

[1] c507b55112d09c80f1598a28fee40c522ff26a14
[2] 3fe4b7d3a0ae0c7f76471a5c230b71caa7f242ef
[3] 16bcc44238bd018c527c87c4cd0542f5cadc5774

Change-Id: If96c5ac9016f799977218b24d9103e8efab093b7
"
278,puppet-watcher,4faa43474205a9b3787af5e969e407f8320bddb5,"Add Apache WSGI logging parameters for pipe/syslog

Add parameters for advanced logging configurations in Apache to
support piped logging and support for syslog (via mod_syslog
available in Apache >= 2.5.0)

Co-Authored-By: Andy Botting <andy@andybotting.com>
Change-Id: Iaf3e13cbda1cf5fe25f8c4b9fb945f13fa4f30f3
"
279,puppet-watcher,aac84a5108f83c1dfe656a25c415eb94f0125007,"Remove deprecated watcher::api::watcher_api_* parameters

... because these were deprecated during Yoga cycle[1].

[1] 2a689b750a7842e903f7bd9834f442c11d7b9941

Change-Id: Id4916a8bde771a1d122fa78f19833d5d21c34a1e
"
280,puppet-watcher,0f8a4befef1a7e43a3b4e552e746416ceddea6f9,"Stop hard-coding default of [api] port

... because the current hard-coded value is same as the default value
in Watcher itself.

Change-Id: I62ba8903caa91f11b265142bee12b2046d3cccf0
"
281,puppet-watcher,388e3a2dfb652c2946e0ac1c04dc0c58ba00e622,"Stop listening at 0.0.0.0 by default

Usage of 0.0.0.0 exposes API endpoint to all networks and can cause
unexpected leakage. This change updates the default to use more
restricted address (127.0.0.1, which is the default defined in Watcher
itself) unless the address is given by a user explicitly.

Change-Id: Ibc895cf2b06d3b0c1b2073d8d6aa90d7d6f299d2
"
282,puppet-watcher,652a0199d4b164e40372342dd0966b44cee61712,"Adapt to new type validation in puppetlabs-apache

The puppetlabs-apache module is enforcing more strict data type
validation[1].

This change updates the default values to adapt to that change.

[1] https://github.com/puppetlabs/puppetlabs-apache/commit/f41251e336fa3e7c31c19968ccee74121cf71e47

Closes-Bug: #1983300
Depends-on: https://review.opendev.org/851652
Change-Id: I463c2a8cd1b08330633f676ee0f4e66eb62c51d9
"
283,puppet-watcher,fd5376481ff43b53fbade39237900b25ce6adf44,"Expose headers option of apache::vhost

The headers option in apache::vhost is required in some case, for
example when adding the X-XSS-Protection header. This change allows
customizing the option for the api vhost.

This change also adds support for request_headers so that both request
headers and response headers can customized.

Change-Id: I3f0777ec48dd0196ad82b902ab2c3f54cf170717
"
